0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,0,0,0,
0,0,0,101,101,90,90,101,90,90,101,90,90,101,101,90,90,90,90,101,90,90,90,90,101,101,101,0,0,0,
0,0,0,101,90,90,90,101,101,90,90,90,90,90,90,90,90,90,101,90,90,101,101,101,90,90,101,0,0,0,
0,0,0,101,90,90,90,101,101,90,101,90,90,90,101,101,90,101,90,90,90,90,90,90,90,90,101,0,0,0,
0,0,0,101,90,90,90,90,90,90,90,90,101,90,90,90,90,90,90,90,90,90,90,90,101,101,101,0,0,0,
0,0,0,101,90,90,90,90,90,101,101,90,90,90,90,90,101,101,101,90,90,101,90,90,90,90,101,0,0,0,0,0,
0,0,0,101,90,90,90,101,90,101,90,90,101,90,101,90,101,90,101,90,101,90,90,90,90,101,101,0,0,0,0,0,
0,0,101,101,90,90,90,101,90,90,90,90,90,90,90,90,101,90,90,101,90,90,90,90,101,101,101,0,0,0,0,0,
0,0,101,90,90,90,90,101,101,90,90,101,101,101,90,90,90,90,90,90,90,90,90,101,101,101,101,0,0,0,0,0,
0,0,101,90,90,90,90,101,90,90,101,90,90,90,90,90,90,90,90,90,90,90,101,101,101,101,101,0,0,0,0,0,
0,0,101,101,90,90,90,90,90,90,90,90,90,90,101,90,101,90,90,90,90,101,101,101,101,101,101,0,0,0,0,0,
0,0,0,101,90,90,90,101,101,101,101,101,101,101,101,101,90,90,90,90,101,101,101,101,101,101,101,0,0,0,0,0,
0,0,0,101,90,90,90,101,90,90,90,90,90,90,90,90,90,90,90,90,101,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
nextlayer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
